tender_id,firm_id,price,quality,experience,risk,price_score,low_risk_score,public_value,rank
1,T001_F2,678.2532043662949,98.78111758183779,85.66838211942118,36.44257221107815,100.0,63.55742778892185,88.762916362191,1
2,T002_F3,696.2868476202643,84.15244766212273,84.68572935446903,43.7003892973684,96.24218735368675,56.2996107026316,81.73763561620208,1
3,T003_F1,781.1455756616992,91.63390980289188,82.01590612013494,17.494665655281644,100.0,82.50533434471836,89.49521633984497,1
4,T004_F3,659.2453503703819,71.83586946161812,52.875080369171755,21.341145748985447,100.0,78.65885425101456,75.5013017809813,1
5,T005_F2,656.8136219401581,54.50239303878209,83.34156103578702,23.475089210055494,100.0,76.5249107899445,77.49109032857028,1
6,T006_F3,678.9172886460498,95.13011982719209,67.34657739001666,13.094534591809213,100.0,86.90546540819079,87.75677337729995,1
7,T007_F2,662.4842521585678,74.69954096222595,59.79167273996712,10.780967554641876,100.0,89.21903244535812,80.20158696273118,1
8,T008_F4,692.0747266995833,77.70180717695247,46.514544468126616,31.88960372159247,100.0,68.11039627840753,73.56125752579891,1
9,T009_F1,682.3222837867689,95.80059225688039,53.812839453692845,6.496502247047191,100.0,93.50349775295281,85.89408709107789,1
10,T010_F4,686.8273797234458,91.55563360624531,49.19705899746964,12.170732326309563,100.0,87.82926767369044,82.3318083659791,1
11,T011_F4,709.9326954980173,90.20622630911313,82.9244277769481,34.55936015662167,75.65854365289543,65.44063984337834,79.79573871887048,1
12,T012_F2,735.9338680646165,96.24042146560136,41.49156948317538,27.207921693072986,100.0,72.79207830692701,78.80343447185965,1
13,T013_F3,762.2552130221549,71.2941043186755,79.11586153479846,39.699625270092994,100.0,60.300374729907006,78.22727162528366,1
14,T014_F4,666.0145797881526,79.55719080554856,80.84287160797038,20.74521827328113,100.0,79.25478172671887,84.92883148900094,1
15,T015_F1,663.0425186038376,59.074920479826204,54.20469226626376,14.975503033288472,100.0,85.02449696671152,73.27854860385611,1
16,T016_F4,719.7709821586622,68.3755905057564,61.98354698957485,18.09982257650182,100.0,81.90017742349818,77.38859938382026,1
17,T017_F5,678.5287244689804,86.28578141357134,45.06959312941122,42.43759290802504,100.0,57.56240709197496,73.6656141248192,1
18,T018_F1,691.2223790113406,97.94401229545402,88.05305056510579,28.747280178654165,100.0,71.25271982134583,90.64701029418181,1
19,T019_F3,750.0913274984714,94.91832736807679,85.75192882423914,15.821397636407028,100.0,84.17860236359297,91.74920088920142,1
20,T020_F3,685.5435731651124,92.52668395953913,78.22443303947246,9.876867133404502,100.0,90.1231328665955,90.33874002104895,1
21,T021_F3,681.9258595614149,99.95523652371193,79.94108416639222,31.00500062235188,98.23749041953015,68.99499937764813,88.3302144791238,1
22,T022_F3,667.1695820459781,90.04819268208381,95.66772581033682,35.88433596417522,100.0,64.11566403582478,88.7545220643743,1
23,T023_F2,731.22762539534,85.4952348640652,98.8122870939209,29.461744239082783,76.63401845946007,70.53825576091722,83.61779799974826,1
24,T024_F3,694.5316969760174,75.4176369223471,64.24206344444596,23.966749179304724,93.63088851538544,76.03325082069527,77.30017923080104,1
25,T025_F2,660.8179502832091,70.92000220784301,68.44796050541022,14.02371472816844,100.0,85.97628527183156,80.58324784307176,1
26,T026_F4,666.6703750720634,64.0305718066828,60.04780243009275,11.919777807663753,100.0,88.08022219233625,76.83716658799528,1
27,T027_F2,685.9017667594683,68.24596805391262,97.50575085405835,44.81857890334548,100.0,55.18142109665452,80.88651234901928,1
28,T028_F2,692.4787665706324,72.41228066271755,63.55436295051519,8.2019713458474,100.0,91.7980286541526,80.97188066727458,1
29,T029_F1,675.2346003670646,62.183372702785675,90.61530308575247,30.503548019138364,100.0,69.49645198086164,80.20812797844616,1
30,T030_F3,707.48090289881,51.24115658992863,95.6476275102416,22.92829313027486,100.0,77.07170686972515,79.69859522848402,1
31,T031_F1,793.2517620883199,88.07162815920039,94.19967231784318,33.827837868734065,100.0,66.17216213126594,88.2058389534741,1
32,T032_F3,816.6385130413291,90.1029893492862,95.48210003319332,37.903323624697265,44.89685442662727,62.096676375302735,74.54497069480155,1
33,T033_F2,836.5693320125737,92.90626523124116,40.27000749637955,25.58517368465399,100.0,74.414826315346,77.82234670653645,1
34,T034_F1,732.4475152265201,94.32787810859347,51.25562091636948,8.392463649430525,100.0,91.60753635056948,84.43377593178431,1
35,T035_F4,720.5291350641978,66.26713652583385,94.54388886537691,26.181682211402894,75.47731922907563,73.81831778859711,77.14910653908271,1
36,T036_F2,734.9740799750342,78.07446972071924,87.51846550848245,36.35296437502854,92.69539031496609,63.64703562497146,81.2052119970722,1
37,T037_F2,680.9008052390476,52.053954665242344,54.76399669029631,7.621217356735297,100.0,92.3787826432647,72.78294210079972,1
38,T038_F1,650.4982123024402,55.603518549934876,91.76587382445268,5.049322500476325,100.0,94.95067749952368,83.61265952099836,1
39,T039_F3,683.188840268661,81.00746433141481,54.49833452434515,27.768482017227072,100.0,72.23151798277293,77.37312652706532,1
40,T040_F1,726.2790451262472,95.93968404513404,67.26744581791947,29.13697817333286,75.63943787600817,70.86302182666714,78.68123050235555,1
41,T041_F2,687.807902523988,57.185933072776706,81.5857256157821,11.917757457683123,100.0,88.08224254231688,80.16865983424192,1
42,T042_F1,665.1559089116015,79.72838044454322,57.68531159216578,31.544841866414078,100.0,68.45515813358593,77.03087365812159,1
43,T043_F1,653.7409633823639,89.80142781551892,71.21380402275963,21.318457214422608,100.0,78.68154278557739,85.48018790746106,1
44,T044_F2,681.3845290414325,95.198664543902,91.9343523592617,36.92389743273332,99.45953784698787,63.07610256726668,89.02329242818632,1
45,T045_F3,698.8614501663665,84.22810366968386,60.368665252534164,43.1959356742323,100.0,56.8040643257677,76.72141027919224,1
46,T046_F3,725.7308871648762,64.73869747872713,85.88821315643406,40.068431890584776,79.64934390667882,59.931568109415224,72.7923121312794,1
47,T047_F1,679.0933666116438,92.28984789010713,77.00537074463854,26.694576092088198,100.0,73.3054239079118,86.59938183477414,1
48,T048_F1,729.3619433453933,92.32392680339785,50.769524340765244,21.542717252398795,96.86503980917962,78.4572827476012,80.29727562802582,1
49,T049_F4,685.6859932220634,95.84242038145979,59.2919794889399,29.325168476583663,100.0,70.67483152341634,82.71068729135618,1
50,T050_F2,695.8631366379008,96.0332929136784,60.48322404290366,7.004267587877351,100.0,92.99573241212265,87.52994036725396,1
51,T051_F1,668.6189319620465,72.9131020768257,47.7418034309225,11.09306840630303,100.0,88.90693159369697,76.59076779951774,1
52,T052_F5,752.7087299900162,70.40783341155066,66.40300649401314,10.03228073249141,100.0,89.96771926750858,80.7166455004702,1
53,T053_F1,677.517103717702,83.3744961573379,79.33106430058314,31.516388568403812,91.92000582138621,68.48361143159619,81.52183866401295,1
54,T054_F3,656.9682747040275,70.00307230673776,92.5064567993507,29.409097777329833,100.0,70.59090222267017,83.24571633639303,1
55,T055_F5,715.6569826383896,90.80280083764156,91.63419515766256,11.70798078711124,100.0,88.29201921288876,92.80779288328587,1
56,T056_F4,835.9005577909585,96.64503912066266,98.84926873198205,7.785625463655785,38.234289172230085,92.21437453634421,81.70727611952067,1
57,T057_F4,678.5597260882591,86.39216494843592,98.59984469299535,17.733055505160813,100.0,82.26694449483918,92.02099955674746,1
58,T058_F4,678.8285698915644,57.6762761027307,72.03040079643762,7.700739207496601,90.12701619093622,92.2992607925034,76.30208923616334,1
59,T059_F1,660.4515050839747,82.61288032329277,89.3876390449712,11.720033943114846,100.0,88.27996605688516,89.78676706960766,1
60,T060_F3,691.1633773371838,82.67699128468216,66.92377043207503,20.716727067882957,100.0,79.28327293211704,82.39069457984681,1
61,T061_F2,657.9733294991875,52.47295685730079,76.09350714736094,24.44768302489102,100.0,75.55231697510898,74.87572723905227,1
62,T062_F2,701.5881055811069,94.51319809118094,68.1973564172404,24.043670267146425,81.71240726337584,75.95632973285358,81.02266629407907,1
63,T063_F4,684.5979314332964,80.9784628155156,47.31813785257737,39.095292717210654,100.0,60.904707282789346,73.3040147643569,1
64,T064_F1,663.2525308832484,70.06324820930567,59.43620013625817,42.945819948505644,100.0,57.054180051494356,72.28886050715512,1
65,T065_F5,678.3919304748166,58.30313162069866,83.38682812872317,20.5638684608832,100.0,79.4361315391168,79.22487282621375,1
66,T066_F3,665.7727970969166,97.27599455109532,63.54908405589663,41.95601602181719,100.0,58.04398397818281,81.67886617493932,1
67,T067_F5,706.2827878295101,79.713634715079,92.68884547933224,19.978557457957507,100.0,80.0214425420425,88.09059029276526,1
68,T068_F1,680.3318497806755,90.54814511199609,68.9058130817303,27.575707214367142,100.0,72.42429278563286,83.87575536115797,1
69,T069_F4,771.4982184487452,90.44848012533745,98.46502738653079,8.229411200109563,54.87822160229163,91.77058879989043,83.82447404478492,1
70,T070_F4,685.2513146757805,52.991216865864956,90.08245985961615,11.230306838983175,100.0,88.76969316101682,81.1719186568669,1
71,T071_F2,706.8090475018562,64.30236509201977,97.86239169348873,8.77144213952028,100.0,91.22855786047973,87.00201902307406,1
72,T072_F5,715.6112678454905,75.78778381440256,96.17061589841177,44.087709196574295,75.35520924648985,55.912290803425705,76.8002495912313,1
73,T073_F2,708.5372723277009,78.42848573518677,94.7469277777385,26.4887553477736,100.0,73.5112446522264,86.91752659543593,1
74,T074_F4,682.1937088497561,74.88238511826894,71.17297588658164,25.327716591129793,100.0,74.67228340887021,80.19241618890013,1
75,T075_F1,776.5298188143684,53.341287735073145,75.57739786897696,14.118710888927296,100.0,85.8812891110727,77.07299360998073,1
76,T076_F5,683.2172775801663,97.80233297613145,49.26538528132855,12.906679290185581,100.0,87.09332070981442,84.07571035513448,1
77,T077_F1,737.3988360675397,76.46956770131438,92.96953396204468,35.42184090919468,77.33036457040816,64.57815909080531,78.43147676166859,1
78,T078_F4,740.8893886511906,68.46364206704843,54.15983575723316,35.52621959279602,100.0,64.47378040720398,71.97380764086361,1
79,T079_F3,793.1601899848774,74.71572667673088,64.44174327177834,27.726694051654583,100.0,72.27330594834541,77.97981501063293,1
80,T080_F5,707.5763484233256,58.77311232895439,88.71929209063269,15.588468424781494,100.0,84.4115315752185,81.6940630363882,1
81,T081_F5,651.2917327003036,78.55836810278706,99.6446663471427,6.545772393075384,100.0,93.45422760692462,92.16952253900672,1
82,T082_F1,712.3994221125382,75.94573212435421,88.59644418669224,8.56168020300213,97.20155302486027,91.43831979699787,87.52088289959397,1
83,T083_F5,717.4068423637622,92.33355252541217,63.951718159467426,6.404672444386663,94.55655089024876,93.59532755561334,86.04619853117536,1
84,T084_F1,698.5824710748893,81.9625170178085,86.97431645030343,13.437375539548517,87.14837079494806,86.56262446045149,85.43195180874571,1
85,T085_F5,706.5590701622481,89.76161292913548,97.63757713772996,33.87345328934454,88.72495044333564,66.12654671065546,86.74442511613815,1
86,T086_F5,751.0569631499806,80.31814201077675,79.50884610359752,38.1838163634282,100.0,61.8161836365718,81.33589085644677,1
87,T087_F3,659.2678511108096,69.82181176824061,96.70889726024636,7.035229381800585,99.25202162360172,92.96477061819941,88.52972737507409,1
88,T088_F5,692.3081899850043,98.6173123966799,94.17356125781701,41.87590025996802,100.0,58.12409974003198,89.75340398146463,1
89,T089_F2,686.0331890304153,53.56522670924227,99.38938415229241,7.962307334762944,100.0,92.03769266523706,84.32445258389319,1
90,T090_F4,714.9867092552128,84.44507262264861,94.58779736399403,16.800768348495815,93.16898722364311,83.19923165150419,88.9125642640047,1
91,T091_F3,772.7105396137189,54.33557418215996,53.342075673808644,22.63850527192147,100.0,77.36149472807853,70.10849011871585,1
92,T092_F5,650.1704387776833,71.5972830500241,86.15455487789329,34.338657711993434,100.0,65.66134228800657,81.15009209208186,1
93,T093_F1,659.6447263408551,78.49914517970164,49.25698752480856,42.64305139058789,100.0,57.35694860941211,72.33538015699504,1
94,T094_F1,824.7334224618132,99.67612615729215,99.41668522556526,26.070929254492306,56.27099078878894,73.92907074550769,83.61057099987774,1
95,T095_F2,750.0649779435066,66.53384984731763,47.63355771350968,12.54848840115677,100.0,87.45151159884323,74.35884670234135,1
96,T096_F1,824.5181893876145,51.08617278520448,90.92752678816532,11.215884770291025,100.0,88.78411522970897,80.81455657854447,1
97,T097_F3,655.5313408625582,71.95892566029673,78.6405640869921,29.41616436697229,100.0,70.58383563302772,80.3645858464426,1
98,T098_F3,655.3582877525542,96.24812363534727,97.11572740485448,5.482074520637008,100.0,94.51792547936299,97.0569540376904,1
99,T099_F5,789.176685833015,97.1284200157169,84.04878074565508,13.609749927165993,100.0,86.39025007283401,92.42877120569564,1
100,T100_F5,735.5367201245566,66.75234387525674,90.74196403881832,25.802876490459525,100.0,74.19712350954048,82.5506188741897,1
